timestamp,api_type,complexity,repository,execution,time_ms,size_bytes,status
2025-11-22T00:58:34.928672,GraphQL,medium,python/cpython,60,553.86,1714,200
2025-11-22T00:58:35.431516,GraphQL,medium,facebook/react,74,401.93,1798,200
2025-11-22T00:58:36.156793,GraphQL,complex,angular/angular,83,624.02,1163,200
2025-11-22T00:58:36.681870,REST,simple,angular/angular,9,423.86,6337,200
2025-11-22T00:58:37.202454,GraphQL,medium,python/cpython,94,419.81,1714,200
2025-11-22T00:58:38.128058,GraphQL,complex,python/cpython,16,824.79,1164,200
2025-11-22T00:58:38.640415,REST,simple,angular/angular,25,411.57,6337,200
2025-11-22T00:58:39.554890,REST,medium,nodejs/node,38,812.31,55409,200
2025-11-22T00:58:40.569606,REST,medium,facebook/react,38,913.27,44680,200
2025-11-22T00:58:41.005586,GraphQL,simple,django/django,77,335.35,257,200
2025-11-22T00:58:41.491777,REST,simple,django/django,10,385.3,6147,200
2025-11-22T00:58:43.157582,REST,complex,tensorflow/tensorflow,29,1563.24,33205,200
2025-11-22T00:58:43.610119,GraphQL,medium,django/django,65,351.39,173,200
2025-11-22T00:58:44.719721,REST,medium,kubernetes/kubernetes,28,1008.36,119074,200
2025-11-22T00:58:46.393481,REST,medium,microsoft/vscode,38,1571.69,87734,200
2025-11-22T00:58:46.894018,REST,simple,torvalds/linux,24,399.11,5016,200
2025-11-22T00:58:48.616382,REST,complex,vuejs/vue,69,1619.91,26712,200
2025-11-22T00:58:49.054975,REST,simple,torvalds/linux,54,337.36,5016,200
2025-11-22T00:58:49.493647,GraphQL,medium,django/django,40,337.57,173,200
2025-11-22T00:58:50.073750,REST,simple,python/cpython,56,478.72,6018,200
2025-11-22T00:58:50.955324,GraphQL,complex,python/cpython,98,780.95,1164,200
2025-11-22T00:58:51.970134,REST,medium,angular/angular,58,913.13,62566,200
2025-11-22T00:58:52.812067,REST,medium,torvalds/linux,24,740.04,42339,200
2025-11-22T00:58:53.275244,REST,simple,django/django,68,361.82,6147,200
2025-11-22T00:58:54.165579,REST,medium,django/django,23,788.97,39202,200
2025-11-22T00:58:54.745035,REST,simple,tensorflow/tensorflow,60,478.71,6689,200
2025-11-22T00:58:55.343655,GraphQL,medium,angular/angular,49,497.63,1758,200
2025-11-22T00:58:56.906101,REST,complex,vuejs/vue,72,1461.38,26712,200
2025-11-22T00:58:57.596339,GraphQL,complex,facebook/react,77,588.78,1192,200
2025-11-22T00:58:58.154179,GraphQL,medium,python/cpython,56,456.97,1714,200
2025-11-22T00:58:58.792925,GraphQL,complex,django/django,32,538.32,548,200
